Extension,Timestamp,Score
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,-0.7438582181930542
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.976125955581665
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9834528565406799
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.8159579038619995
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9820330739021301
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9827141165733337
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9840021133422852
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,-0.9528015851974487
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9830315113067627
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9780372381210327
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9600207805633545
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9835963249206543
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9817590713500977
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9853949546813965
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9834378957748413
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9755041599273682
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9114701747894287
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,-0.647510826587677
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9844685196876526
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9844685196876526
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9788010716438293
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,-0.9217453598976135
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9825849533081055
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9829749464988708
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9301969408988953
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.984733521938324
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9785222411155701
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9794154167175293
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9584765434265137
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9853979349136353
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9827461242675781
adblock-plus-free-ad-bloc,2022-08-08 00:00:00,0.9801835417747498
